,site,fb,twit,yt_user,yt_url,sc,insta,dm,site_name,id,twit_hyphe,fb_hyphe,fb_final,twit_final,pi_hyphe,li_hyphe
391,https://www.actionfrancaise.net,action.francaise.restauration.nationale,actionfrancaise,,,,,,Actionfrancaise.net,25,actionfrancaise,action.francaise.restauration.nationale,action.francaise.restauration.nationale,actionfrancaise,,
392,https://www.aerospatium.info,aerospatium,aerospatium,,,,,,Aerospatium.info,27,aerospatium,aerospatium,aerospatium,aerospatium,,aerospatium
393,https://www.affiches-parisiennes.com,affichesparisiennes,annonce_legales,,,,,,Affiches-Parisiennes.com,28,annonce_legales,affichesparisiennes,affichesparisiennes,annonce_legales,,affiches-parsiennes
394,https://www.africaintelligence.fr,,lettrecontinent,,,,,,Africaintelligence.fr,30,lettrecontinent,,,lettrecontinent,,africa-intelligence
395,https://www.agefi.fr,agefi,agefifrance,,,,,,Agefi.fr,32,garabedianalex,agefi,agefi,agefifrance,,lagefi
396,https://www.agoravox.fr,agoravox,agoravox,,,,,,Agoravox.fr,31,agoravox,agoravox,agoravox,agoravox,,
397,https://www.agoravox.tv,agoravox,agoravox,,,,,,Agoravox.tv,36,agoravox,agoravox,agoravox,agoravox,,
398,https://www.agri79.fr,agri79info,agri79info,agri79.fr,https://www.youtube.com/channel/UCfVpfyRuHr8gMGVJIbSXEuA,,,,Agri79.fr,38,agri79info,agri79info,agri79info,agri79info,,
399,https://www.agriculteur-charentais.fr,,,,,,,,Agriculteur-Charentais.fr,40,,,,,,
400,https://www.agriculture-dromoise.fr,lagriculture-dr%c3%b4moise,,,,,,,Agriculture-Dromoise.fr,41,,,Lagriculture-Drômoise-455268227839816,,,
401,https://www.air-cosmos.com,,airetcosmos,,,,,,Air-Cosmos.com,42,airetcosmos,199653943429833,AiretCosmos,airetcosmos,,air-et-cosmos
402,https://www.aisnenouvelle.fr,aisnenouvelle,aisnenouvelle,,,,,,Aisnenouvelle.fr,43,aisnenouvelle,aisnenouvelle,aisnenouvelle,aisnenouvelle,,
403,https://www.ajplus.net/francais,ajplusfrancais,ajplusfrancais,ajplussaha,https://www.youtube.com/ajplussaha,,,,Ajplus.net /francais,44,hashtag,ajplusfrancais,ajplusfrancais,ajplusfrancais,,
404,https://www.alterinfo.net,,,,,,,,Alterinfo.net,49,,,,,,
405,https://www.alternatives-economiques.fr,alternativeseconomiques,altereco_,,,,,,Alternatives-Economiques.fr,54,altereco_,alternativeseconomiques,alternativeseconomiques,altereco_,,alternatives-economiques
406,https://www.ami-hebdo.com,amihebdo,amihebdo,,,,,,Ami-Hebdo.com,50,amihebdo,amihebdo,amihebdo,amihebdo,,ami-hebdo
407,https://www.apost.com/fr,,,,,,,,Apost.com /fr,55,,,,,,
408,https://www.arretsurimages.net,arretsurimages.net,arretsurimages,,,,,,Arretsurimages.net,57,,,arretsurimages.net,arretsurimages,,
409,https://www.arte.tv,arteenglish,arteen,arte.tv,https://www.youtube.com/channel/UCVogAsASqbceBmQMi1WA39g,,,,Arte.tv,59,arteen,arteenglish,arteenglish,arteen,,
410,https://www.arteradio.com,arteradio,arte_radio,arteradio.com,https://www.youtube.com/channel/UCbGOiY3MeW2qHuZl2irxw9Q,,,,Arteradio.com,68,arte_radio,arteradio,arteradio,arte_radio,,
411,https://www.astucesnaturelles.net,astucesnaturellesmag,,,,,,,Astucesnaturelles.net,61,,astucesnaturellesmag,astucesnaturellesmag,,,
412,https://www.atlantico.fr,atlanticofr,atlantico_fr,,,,,,Atlantico.fr,62,atlantico_fr,,atlanticofr,atlantico_fr,,atlantico
413,https://www.aufeminin.com,aufeminin,aufeminin,aufeminintv,https://www.youtube.com/user/aufemininTV,,,,Aufeminin.com,64,,,aufeminin,aufeminin,aufeminin,
414,https://www.autojournal.fr,autojournal,autojournalmag,,,,,,Autojournal.fr,65,autojournalmag,autojournal,autojournal,autojournalmag,,
415,https://www.autoplus.fr,,,,,,,,Autoplus.fr,66,autoplusmag,autoplus.fr,autoplus.fr,autoplusmag,,
416,https://www.avivremagazine.fr,editionavivre,a_vivre,,,,,,Avivremagazine.fr,72,a_vivre,editionavivre,editionavivre,a_vivre,,
417,https://www.ayoye.com,ayoye.co,,,,,,,Ayoye.com,80,,ayoye.co,ayoye.co,,,
418,https://www.azur-tv.fr,,,,,,,,Azur-Tv.fr,74,azurtv_,azurtv,azurtv,azurtv_,,
419,https://www.bastamag.net,basta-site-dinformation-sur-les-luttes-environnementales-et-sociales,bastamag,,,,,,Bastamag.net,76,bastamag,,journalbasta,bastamag,,
420,https://www.batirama.com,batirama,batirama,batiramatv,https://www.youtube.com/user/BatiramaTV,,,,Batirama.com,78,batirama,batirama,batirama,batirama,,fabienne-leroy-57745511b
421,https://www.batiweb.com,,,,,,,,Batiweb.com,79,,,,,,
422,https://www.be.com,be.laruche,belaruche,be,https://www.youtube.com/user/be,,,,Be.com,81,belaruche,be.laruche,be.laruche,belaruche,belaruche,
423,https://www.bfmtv.com,bfmtv,bfmtv,bfmtv,https://www.youtube.com/user/BFMTV,,,,Bfmtv.com,82,bfmtv,bfmtv,bfmtv,bfmtv,,
424,https://www.bibamagazine.fr,,,,,,,,Bibamagazine.fr,83,bibamagazine,bibamagazine,bibamagazine,bibamagazine,,
425,https://www.bienpublic.com,bienpublic21,lebienpublic,,,,,,Bienpublic.com,84,lebienpublic,bienpublic21,bienpublic21,lebienpublic,,
426,https://www.biesheimtv.fr,,,,,,,,Biesheimtv.fr,85,home,,,,,
427,https://www.bondyblog.fr,bondyblog.fr,lebondyblog,bondyblogvideos,https://www.youtube.com/user/bondyblogvideos,,,,Bondyblog.fr,88,lebondyblog,bondyblog.fr,bondyblog.fr,lebondyblog,,
428,https://www.bonjour-pantin.fr,bonjourpantin,bonjour_pantin,,,,,,Bonjour-Pantin.fr,116,bonjour_pantin,bonjourpantin,bonjourpantin,bonjour_pantin,,
429,https://www.booska-p.com,booskapcom,booska_p,booskap91/videos,https://www.youtube.com/user/Booskap91/videos,,,,Booska-P.com,118,booska_p,booskapcom,booskapcom,booska_p,,
430,https://www.boudulemag.com,boudumensuel,boudumensuel,,,,,,Boudulemag.com,91,boudumensuel,boudumensuel,boudumensuel,boudumag,,
431,https://www.bourgognemagazine.com,incomdijon,bourgognemagoff,bourgognemagazine.com,https://www.youtube.com/channel/UC0JvXUJWwosDRsyjsaoIO4Q,,,,Bourgognemagazine.com,92,bourgognemagoff,incomdijon,incomdijon,bourgognemagoff,,
432,https://www.boursorama.com,boursorama-132746953466063,boursorama,boursorama.com,https://www.youtube.com/channel/UCnJ8fyizHQi6A_5_5Im7cVA,,,,Boursorama.com,94,boursorama,boursorama-132746953466063,boursorama-132746953466063,boursorama,,
433,https://www.brefeco.com,brefeco,brefeco,,,,,,Brefeco.com,95,brefeco,brefeco,brefeco,brefeco,,bref-eco
434,https://www.breizh-info.com,breizhinformation,breizh_info,breizhinformation/videos,https://www.youtube.com/user/Breizhinformation/videos,,,,Breizh-Info.com,97,breizh_info,breizhinformation,breizhinformation,breizh_info,,
435,https://www.brief.me,,,,,,,,Brief.me,99,,,0,,,
436,https://www.brochuresenligne.com,brochuresenligne-112766515407580,,,,,,,Brochuresenligne.com,100,,brochuresenligne-112766515407580,brochuresenligne-112766515407580,,brochureenligne,
437,https://www.brut.media/fr,,,,,,,,Brut.media /fr,101,,,,,,
438,https://www.bugeycotiere.fr,journaldubugey,journaldubugey,,,,,,Bugeycotiere.fr,102,journaldubugey,journaldubugey,journaldubugey,journaldubugey,,
439,https://www.bulletindespalion.fr,,,,,,,,Bulletindespalion.fr,103,,,,,,
440,https://www.businessbourse.com/en/,,,,,,,,Businessbourse.com /en,104,,,,,,
441,https://www.businessimmo.com,businessimmo,businessimmo,,,,,,Businessimmo.com,105,businessimmo,businessimmo,businessimmo,businessimmo,,business-immo-group
442,https://www.businessinsider.fr,businessinsiderfrance,bifrance,,,,,,Businessinsider.fr,106,bifrance,businessinsiderfrance,businessinsiderfrance,bifrance,,business-insider-france
443,https://www.buzzarena.com,buzzarena,buzzarenafr,,,,,,Buzzarena.com,107,buzzarenafr,buzzarena,buzzarena,buzzarenafr,,
444,https://www.bvoltaire.fr,bvoltaire.fr,bvoltaire,bvoltaire.fr,https://www.youtube.com/channel/UCx9ygIxPfYR05kY92KzvbvA,,,,Bvoltaire.fr,110,bvoltaire,bvoltaire.fr,bvoltaire.fr,bvoltaire,,
445,https://www.cadredeville.com,,,,,,,,Cadredeville.com,112,,,,,,
446,https://www.caducee.net,,,,,,,,Caducee.net,113,caducee_net,caduceenet,caduceenet,caducee_net,,
447,https://www.canardpc.com,canardpcmagazine,canardpcredac,canardpc.com,https://www.youtube.com/channel/UCFe-p93CVJ13v3GM0hIzYNg,,,,Canardpc.com,119,canardpcredac,canardpcmagazine,canardpcmagazine,canardpcredac,,
448,https://www.capital.fr,capital.fr,magazinecapital,,,,,,Capital.fr,120,magazinecapital,capital.fr,capital.fr,magazinecapital,,capital-fr
449,https://www.cardiologie-pratique.com,cardiologie-pratique,cardiologie_fr,,,,,,Cardiologie-Pratique.com,121,cardiologie_fr,cardiologie-pratique,cardiologie-pratique,cardiologie_fr,,
450,https://www.causette.fr,causette,causettelemag,,,,,,Causette.fr,132,causettelemag,causette,causette,causettelemag,,
451,https://www.causeur.fr,causeur,causeur,causeur.fr,https://www.youtube.com/channel/UCLSoWZjCGrdZo7ltIR3lEHg,,,,Causeur.fr,123,causeur,causeur,causeur,causeur,,
452,https://www.cbnews.fr,cbnews,cb_news,,,,,,Cbnews.fr,124,cb_news,cbnews,cbnews,cb_news,,cb-news
453,https://www.centre-presse.fr,centrepresse,centre_presse,,,,,,Centre-Presse.fr,126,centre_presse,centrepresse,centrepresse,centre_presse,,
454,https://www.centrepresseaveyron.fr,centrepresseaveyron,cpaveyron,,,,,,Centrepresseaveyron.fr,128,cpaveyron,centrepresseaveyron,centrepresseaveyron,cpaveyron,,
455,https://www.cesoirtv.com,,,,,,,,Cesoirtv.com,130,,,,,,
456,https://www.cession-commerce.com,,,,,,,,Cession-Commerce.com,131,,,,,,
457,https://www.challenges.fr,challenges,challenges,,,,,,Challenges.fr,133,challenges,challenges,challenges,challenges,,80846
458,https://www.charentelibre.fr,charente-libre,charentelibre,,,,,,Charentelibre.fr,134,charentelibre,,charente-libre,charentelibre,,
459,https://www.chine-magazine.com,chinemagazine,,chine-magazine.com,https://www.youtube.com/channel/UC9Xn7i9qOOt3rXl06LCF_mA,,,,Chine-Magazine.com,136,chinemagazine,chinemagazine,chinemagazine,chinemagazine,chinemagazine,
460,https://www.christianophobie.fr,christianophobie,christianophobi,,,,,,Christianophobie.fr,138,christianophobi,christianophobie,christianophobie,christianophobi,,
461,https://www.chron.com,chroncom,houstonchron,chron.com,https://www.youtube.com/channel/UCnqTK-gPZiJ7hlT4xyvMQ0g,,,,Chron.com,139,houstonchron,chroncom,chroncom,houstonchron,houstonchron,9779
462,https://www.clicanoo.re,clicanoo,clicanoore,clicanoo.re,https://www.youtube.com/channel/UC066ZLZxX7S0UyKJB5nDR_Q,,,,Clicanoo.re,145,clicanoore,clicanoo,clicanoo,clicanoore,,
463,https://www.closermag.fr,closerfrance,closerfr,,,,,,Closermag.fr,146,closerfr,closerfrance,closerfrance,closerfr,closerfr,
464,https://www.clubic.com,clubic,clubicbonsplans,clubic,https://www.youtube.com/user/Clubic,,,,Clubic.com,151,clubicbonsplans,clubic,clubic,clubicbonsplans,,clubic
465,https://www.cnews.fr,cnewsofficiel,cnews,,,,,,Cnews.fr,147,cnews,cnewsofficiel,cnewsofficiel,cnews,,
466,https://www.commentcamarche.net/,,,,,,,,commentcamarche.net,,,,,,,
467,https://www.confidentielles.com,confidentielles,confidentielles,,,,,,Confidentielles.com,153,confidentielles,confidentielles,confidentielles,confidentielles,,
468,https://www.connaissancedesarts.com,cdesarts,cdesarts,,,,,,Connaissancedesarts.com,152,cdesarts,cdesarts,cdesarts,cdesarts,,
469,https://www.consoglobe.com,consoglobecom-consommer-mieux-vivre-mieux-,,,,,,,Consoglobe.com,155,,,media.consoglobe,,,
470,https://www.conspiracywatch.info,conspiracywatchfr,conspiration,conspiracywatch.info,https://www.youtube.com/channel/UCXOR9oBANClRQc-azGI08sw,,,,Conspiracywatch.info,156,conspiration,conspiracywatchfr,conspiracywatchfr,conspiration,,
471,https://www.contexte.com,,,,,,,,Contexte.com,157,,,,,,
472,https://www.contre-info.com,,chifliiiii,,,,,,Contre-Info.com,163,chifliiiii,,,chifliiiii,,
473,https://www.contrepoints.org,contrepoints,contrepoints,,,,,,Contrepoints.org,168,contrepoints,contrepoints,contrepoints,contrepoints,,contrepoints
474,https://www.contretemps.eu,,,,,,,,Contretemps.eu,158,,,,,,
475,https://www.contribuables.org,contribuables.associes,contribuables,contribuables,https://www.youtube.com/user/contribuables,,,,Contribuables.org,159,contribuables,contribuables.associes,contribuables.associes,contribuables,,
476,https://www.corsematin.com,,,corsematin.com,https://www.youtube.com/channel/UCminx_9bdEOPDmmLzUhpoSQ,,,,Corsematin.com,160,corse_matin,page.corsematin,page.corsematin,corse_matin,,
477,https://www.corsenetinfos.corsica,,corsenetinfos,mrvalendrea/videos,https://www.youtube.com/user/MrValendrea/videos,,,,Corsenetinfos.corsica,161,corsenetinfos,corsenetinfos,corsenetinfos,corsenetinfos,,
478,https://www.cosmopolitan.fr,cosmopolitan.fr,cosmopolitan_fr,,,,,,Cosmopolitan.fr,162,cosmopolitan_fr,cosmopolitan.fr,cosmopolitan.fr,cosmopolitan_fr,cosmopolitanfr,
479,https://www.courrier-picard.fr,lecourrierpicard,courrierpicard,,,,,,Courrier-Picard.fr,170,courrierpicard,lecourrierpicard,lecourrierpicard,courrierpicard,,
480,https://www.courrierdelouest.fr,,,,,,,,Courrierdelouest.fr,174,,,,,,
481,https://www.courrierinternational.com,,courrierinter,courrierinternational.com,https://www.youtube.com/channel/UC7xph2qAEotmyUPJbFVI95w,,,,Courrierinternational.com,169,courrierinter,courrierinternational.com,courrierinternational.com,courrierinter,,
482,https://www.crashdebug.fr,,,,,,,,Crashdebug.fr,172,,,,,,
483,https://www.cuisine-et-sante.net,,,,,,,,Cuisine-Et-Sante.net,175,,,,,,
484,https://www.debunkersdehoax.org,,debunkerhed,,,,,,Debunkersdehoax.org,178,debunkerhed,debunkersdehoax,debunkersdehoax,debunkerhed,,
485,https://www.demotivateur.fr,demotivateur,demotivateur,,,,,,Demotivateur.fr,190,demotivateur,demotivateur,demotivateur,demotivateur,,
486,https://www.diabetologie-pratique.com,diabetologie.pratique,diabetologie_fr,,,,,,Diabetologie-Pratique.com,180,diabetologie_fr,diabetologie.pratique,diabetologie.pratique,diabetologie_fr,,
487,https://www.dijonbeaunemag.fr,dbmlemag,dijonbeaune,,,,,,Dijonbeaunemag.fr,183,dijonbeaune,dbmlemag,dbmlemag,dijonbeaune,,
488,https://www.dijoncapitale.fr,,dijoncapitale,,,,,,Dijoncapitale.fr,184,,,,dijoncapitale,,
489,https://www.dna.fr,dnalsace,dnatweets,,,,,,Dna.fr,193,dnatweets,dnalsace,dnalsace,dnatweets,,dernieres-nouvelles-d-alsace
490,https://www.dordognelibre.fr,dordognelibre,dordognelibre,,,,,,Dordognelibre.fr,200,dordognelibre,dordognelibre,dordognelibre,dordognelibre,,
491,https://www.dossierfamilial.com,dossierfamilialcom,dossierfamilial,,,,,,Dossierfamilial.com,203,dossierfamilial,dossierfamilialcom,dossierfamilialcom,dossierfamilial,,dossierfamilial
492,https://www.dreuz.info,dreuz.info,dreuz_1fo,,,,,,Dreuz.info,195,dreuz_1fo,dreuz.info,dreuz.info,dreuz_1fo,,
493,https://www.dw.com/fr,dw.francais,dw_francais,,,,,,Dw.com /fr,196,dw_francais,dw.francais,dw.francais,dw_francais,,
494,https://www.e-marchespublics.com,,emarchespublics,,,,,,E-Marchespublics.com,198,emarchespublics,,,emarchespublics,,dematis
495,https://www.e-marketing.fr,,,,,,,,E-Marketing.fr,201,,,,,,
496,https://www.echoduberry.fr,l%c3%89cho-du-berry-248793198473014,,,,,,,Echoduberry.fr,208,,l%c3%89cho-du-berry-248793198473014,LÉcho-Du-Berry-248793198473014,,,
497,https://www.echoidf.fr,,,,,,,,Echoidf.fr,204,,,,,,
498,https://www.editionscdp.fr,editions-cdp-officiel,cdp_officiel,editionscdp,https://www.youtube.com/user/EditionsCdP,,,,Editionscdp.fr,207,cdp_officiel,editionscdp,editionscdp,cdp_officiel,,
499,https://www.egaliteetreconciliation.fr,,eetr_national,,,,,,Egaliteetreconciliation.fr,222,eetr_national,,,eetr_national,,
500,https://www.egora.fr,egorafr-130520827015604,egorainfo,,,,,,Egora.fr,209,egorainfo,egorafr-130520827015604,egorafr-130520827015604,egorainfo,,
501,https://www.ekopo.fr,ekopo.fr,ekopo_,ekopo.fr,https://www.youtube.com/channel/UCyMe3x4ZiwVNGOYOsWT9uYA,,,,Ekopo.fr,210,ekopo_,ekopo.fr,ekopo.fr,ekopo_,,ekopo
502,https://www.elle.fr,elle,ellefrance,ellefr,https://www.youtube.com/user/ELLEfr,,,,Elle.fr,212,ellefrance,elle,elle,ellefrance,magazineellefr,
503,https://www.emploisoignant.com,emploi-soignant,emploisoignant,,,,,,Emploisoignant.com,213,emploisoignant,,,emploisoignant,,
504,https://www.enlargeyourparis.fr,enlargeyourparis,eyparis,,,,,,Enlargeyourparis.fr,215,eyparis,enlargeyourparis,enlargeyourparis,eyparis,,
505,https://www.enpaysvarois.fr,,,,,,,,Enpaysvarois.fr,216,,,,,,
506,https://www.enquete-debat.fr,,,,,,,,Enquete-Debat.fr,217,,,,,,
507,https://www.ernestmag.fr,ernest-437293203276825,ernestlire,ernestmag.fr,https://www.youtube.com/channel/UCc28ujoxUHfBDjxA2x5bWIw,,,,Ernestmag.fr,220,ernestlire,ernest-437293203276825,ernest-437293203276825,ernestlire,,
508,https://www.espaceinfirmier.fr,objectifsoins,infirmieremag,,,,,,Espaceinfirmier.fr,221,infirmieremag,objectifsoins,objectifsoins,infirmieremag,,
509,https://www.espritsciencemetaphysiques.com,espritsciencemetaphysiques,espritscience,espritsciencemetaphysiques.com,https://www.youtube.com/channel/UCAW2lxdUlGlml-Arbhi0DGg,,,,Espritsciencemetaphysiques.com,229,espritscience,espritsciencemetaphysiques,espritsciencemetaphysiques,espritscience,,
510,https://www.essorsarladais.com,,,,,,,,Essorsarladais.com,233,,,,,,
511,https://www.estrepublicain.fr,estrepublicain,lestrepublicain,,,,,,Estrepublicain.fr,235,lestrepublicain,estrepublicain,estrepublicain,lestrepublicain,,lestrepublicain
512,https://www.euractiv.fr,euractiv.fr,euractiv_fr,euractiv,http://www.youtube.com/euractiv,,,,Euractiv.fr,228,euractiv_fr,euractiv.fr,euractiv.fr,euractiv_fr,,euractiv-fr
513,https://www.euronews.com,euronews,euronews,euronews,https://www.youtube.com/euronews,,,,Euronews.com,231,euronews,euronews,euronews,euronews,,euronews
514,https://www.europages.com,europages,europages,europagesvideo,https://www.youtube.com/user/EUROPAGESVIDEO,,,,Europages.com,232,europages,europages,europages,europages,,europages
515,https://www.europe1.fr,europe1,europe1,europe1,https://www.youtube.com/user/Europe1,,,,Europe1.fr,242,europe1,europe1,europe1,europe1,,europe-1
516,https://www.evasionfm.com,evasionfm,evasionfm,,,,,,Evasionfm.com,234,evasionfm,evasionfm,evasionfm,evasionfm,,
517,https://www.exemagazine.fr,editionavivre,a_vivre,,,,,,Exemagazine.fr,244,a_vivre,editionavivre,editionavivre,a_vivre,,
518,https://www.fakirpresse.info,fakir,fakir_,fakirpresse,https://www.youtube.com/user/Fakirpresse,,,,Fakirpresse.info,238,fakir_,,JournalFakir,fakir_,,
519,https://www.famillechretienne.fr,famille.chretienne,fchretienne,fchretienne,https://www.youtube.com/user/FChretienne,,,,Famillechretienne.fr,239,fchretienne,famille.chretienne,famille.chretienne,fchretienne,,
520,https://www.fawkes-news.com,,,,,,,,Fawkes-News.com,240,,,,,,
521,https://www.fdesouche.com,,,,,,,,Fdesouche.com,241,f_desouche,fdesouche,fdesouche,f_desouche,,
522,https://www.femina.fr,versionfemina,femina_fr,,,,,,Femina.fr,243,femina_fr,versionfemina,versionfemina,femina_fr,,
523,https://www.femmeactuelle.fr,femmeactuellefr,,,,,,,Femmeactuelle.fr,245,,femmeactuellefr,femmeactuellefr,,,
524,https://www.fiminabeaute.com,,,,,,,,Fiminabeaute.com,251,,,,,,
525,https://www.fip.fr,fipradio,fipradio,fip.fr,https://www.youtube.com/channel/UCFLkFeQEuU9CHQISq_rp0_Q,,,,Fip.fr,246,fipradio,fipradio,fipradio,fipradio,,
526,https://www.footballfrance.fr,footballfrance.fr,footballfrance_,,,,,,Footballfrance.fr,252,footballfrance_,footballfrance.fr,footballfrance.fr,footballfrance_,,
527,https://www.forbes.fr,forbesfr,forbes_fr,forbes.fr,https://www.youtube.com/channel/UCcPUeCUS7RVK1p-V4bt87Nw,,,,Forbes.fr,256,forbes_fr,forbesfr,forbesfr,forbes_fr,,10956867
528,https://www.fragil.org,fragil-90893237462,magazine_fragil,,,,,,Fragil.org,255,magazine_fragil,fragil-90893237462,fragil-90893237462,magazine_fragil,,
529,https://www.france.tv,,,,,,,,France.tv,258,,,,,,
530,https://www.france24.com/fr/,,,,,,,,France24.com /fr,257,,,,,,
531,https://www.francebleu.fr,reseau.francebleu,francebleu,,,,,,Francebleu.fr,262,francebleu,reseau.francebleu,reseau.francebleu,francebleu,,
532,https://www.franceculture.fr,franceculture,franceculture,franceculture.fr,https://www.youtube.com/channel/UCd5DKToXYTKAQ6khzewww2g,,,,Franceculture.fr,260,franceculture,franceculture,franceculture,franceculture,,
533,https://www.francefootball.fr,francefootball.fr,francefootball,,,,,,Francefootball.fr,261,francefootball,francefootball.fr,francefootball.fr,francefootball,,
534,https://www.franceguyane.fr,franceguyane,franceguyane,,,,,,Franceguyane.fr,264,franceguyane,franceguyane,franceguyane,franceguyane,,
535,https://www.franceinter.fr,franceinter,franceinter,franceinter.fr,https://www.youtube.com/channel/UCJldRgT_D7Am-ErRHQZ90uw,,,,Franceinter.fr,267,franceinter,franceinter,franceinter,franceinter,,
536,https://www.francemusique.fr,francemusique,francemusique,,,,,,Francemusique.fr,263,francemusique,francemusique,francemusique,francemusique,,
537,https://www.frequence-sud.fr,frequencesud,frequencesud,,,,,,Frequence-Sud.fr,268,frequencesud,frequencesud,frequencesud,frequencesud,,
538,https://www.frustrationmagazine.fr,,frustration_web,,,,,,Frustrationmagazine.fr,274,frustration_web,frustrationmag,frustrationmag,frustration_web,,
539,https://www.ft.com,,financialtimes,,,,,,Ft.com,275,financialtimes,,,financialtimes,,
540,https://www.futura-sciences.com,futura.sciences.fr,,futurasciences,https://www.youtube.com/user/FuturaSciences,,,,Futura-Sciences.com,276,futurasciences,futura.sciences.fr,futura.sciences.fr,futurasciences,,futura-sciences
541,https://www.futuribles.com,futuribles,futuribles_int,futuribles.com,https://www.youtube.com/channel/UC_OaEuPy94TPWSdWBQnO5QA,,,,Futuribles.com,277,futuribles_int,,futuribles,futuribles_int,,futuribles
542,https://www.gala.fr,,,,,,,,Gala.fr,279,,,,,,
543,https://www.gamekult.com,gamekult,gamekult,gamekult,https://www.youtube.com/user/gamekult,,,,Gamekult.com,280,gamekult,gamekult,gamekult,gamekult,,
544,https://www.gentside.com,303082119720215,gentside,,,,,,Gentside.com,287,gentside,303082119720215,gentside,gentside,,
545,https://www.geo.fr,geomagfrance,geofr,,,,,,Geo.fr,288,geofr,geomagfrance,geomagfrance,geofr,,
546,https://www.glamourparis.com,vanityfairfr,vanityfairfr,,,,,,Glamourparis.com,291,,,,vanityfairfr,,
547,https://www.goldfm.fr,goldfm33,goldfm,goldfm33,https://www.youtube.com/user/GoldFm33,,,,Goldfm.fr,292,goldfm,goldfm33,goldfm33,goldfm,,
548,https://www.gq.com,gq,gqmagazine,gqvideos,https://www.youtube.com/user/gqvideos/,,,,Gq.com,294,gqmagazine,gq,gq,gqmagazine,gqmagazine,
549,https://www.grazia.fr,graziafrance,grazia_fr,,,,,,Grazia.fr,296,grazia_fr,graziafrance,graziafrance,grazia_fr,graziafrance,
550,https://www.greenunivers.com,greenunivers,greenunivers,,,,,,Greenunivers.com,297,greenunivers,greenunivers,greenunivers,greenunivers,,greenunivers
551,https://www.guadeloupe.franceantilles.fr,franceantillesguadeloupe,faguadeloupe,,,,,,guadeloupe.Franceantilles.fr,259,faguadeloupe,franceantillesguadeloupe,franceantillesguadeloupe,faguadeloupe,,
552,https://www.guide-piscine.fr,guidepiscinefr,guidepiscinefr,,,,,,Guide-Piscine.fr,300,guidepiscinefr,guidepiscinefr,guidepiscinefr,guidepiscinefr,,
553,https://www.gulli.fr,,gulli,gulli.fr,https://www.youtube.com/channel/UCaIcgxGFjyfZgoIaJT0s0hQ,,,,Gulli.fr,301,gulli,gullitv,gullitv,gulli,,
554,https://www.gynecologie-pratique.com,gynecologie.pratique,gynecologie_fr,,,,,,Gynecologie-Pratique.com,302,gynecologie_fr,gynecologie.pratique,gynecologie.pratique,gynecologie_fr,,
555,https://www.hacking-social.com,hackingsocialfr,hackingsocialfr,hacking-social.com,https://www.youtube.com/channel/UCGeFgMJfWclTWuPw8Ok5FUQ/videos,,,,Hacking-Social.com,303,hackingsocialfr,hackingsocialfr,hackingsocialfr,hackingsocialfr,,
556,https://www.hautegironde.fr,,,,,,,,Hautegironde.fr,307,,hautegironde33.fr,hautegironde33.fr,,,
557,https://www.hauteloirefootball.fr,hauteloirefootball,hauteloirefoot,,,,,,Hauteloirefootball.fr,308,hauteloirefoot,hauteloirefootball,hauteloirefootball,hauteloirefoot,,
558,https://www.hautesaintonge.fr,hautesaintonge.fr,,,,,,,Hautesaintonge.fr,310,,hautesaintonge.fr,hautesaintonge.fr,,,
559,https://www.havre-libre.fr,,,,,,,,Havre-Libre.fr,311,,,,,,
560,https://www.hebdo-ardeche.fr,hebdoardeche,hebdoardeche,,,,,,Hebdo-Ardeche.fr,313,hebdoardeche,hebdoardeche,hebdoardeche,hebdoardeche,,
561,https://www.hebdo-des-savoie.com,,,,,,,,Hebdo-Des-Savoie.com,315,,hebdo-des-savoie-319792268057914,hebdo-des-savoie-319792268057914,,,
562,https://www.herault-tribune.com,info.locale.en.temps.reel,heraulttribune,,,,,,Herault-Tribune.com,316,heraulttribune,info.locale.en.temps.reel,info.locale.en.temps.reel,heraulttribune,,
563,https://www.herodote.net,herodotenet,herodotenet,herodote.net,https://www.youtube.com/channel/UC8ghFWok7LY5oCaSmANBAYQ,,,,Herodote.net,317,herodotenet,herodotenet,herodotenet,herodotenet,,
564,https://www.histoires-paranormales.fr,,,,,,,,Histoires-Paranormales.fr,320,,,,,,
565,https://www.histoiresordinaires.fr,histoires-ordinaires-fr,hordinaires,redactionho,http://www.youtube.com/user/redactionHo,,,,Histoiresordinaires.fr,321,hordinaires,,,hordinaires,,
566,https://www.historia.fr,magazine.historia,historiamag,,,,,,Historia.fr,322,historiamag,magazine.historia,magazine.historia,historiamag,,
567,https://www.hitwest.com,radiohitwest,radio_hitwest,hitwesttv,https://www.youtube.com/user/hitwestTV,,,,Hitwest.com,324,radio_hitwest,radiohitwest,radiohitwest,radio_hitwest,,
568,https://www.hoaxbuster.com,,hoaxbuster,,,,,,Hoaxbuster.com,325,hoaxbuster,hoaxbuster,hoaxbuster,hoaxbuster,,
569,https://www.hommenouveau.fr,hommenouveau.fr,hn_editions,,,,,,Hommenouveau.fr,326,hn_editions,hommenouveau.fr,hommenouveau.fr,,,
570,https://www.horizondurable.info,,,,,,,,Horizondurable.info,327,horizondurable,horizondurable.info,horizondurable.info,horizondurable,,
571,https://www.huffingtonpost.fr,,,,,,,,Huffingtonpost.fr,328,lehuffpost,lehuffpost,lehuffpost,lehuffpost,,
